,latlng
53,"静安区上海滩大宁城(公寓)('121.455578', '31.261531')"
54,"静安区洛川中路1100弄('121.450014', '31.264016')"
55,"静安区柳营路1025弄('121.450322', '31.261842')"
56,"静安区佳宁花园('121.435957', '31.272598')"
57,"静安区运城路315号('121.438452', '31.271419')"
58,"静安区永乐苑('121.446888', '31.265602')"
59,"静安区歌林春天馨园('121.442604', '31.271619')"
60,"静安区临汾路1320弄('121.438975', '31.311268')"
61,"静安区广茂苑('121.432148', '31.273681')"
62,"静安区枫景苑('121.446966', '31.230887')"
63,"静安区保德路1010弄('121.451250', '31.315950')"
64,"静安区岭南路700弄('121.457914', '31.318316')"
65,"静安区静安慕舍('121.456787', '31.291393')"
66,"静安区盛源家豪城('121.455651', '31.265350')"
67,"静安区景凤小区('121.457656', '31.320317')"
68,"静安区慧芝湖花园('121.459590', '31.281698')"
69,"静安区明园森林都市('121.454475', '31.288973')"
70,"静安区上海滩大宁城(公寓)('121.455578', '31.261531')"
71,"静安区明园森林都市('121.454475', '31.288973')"
72,"静安区保平小区('121.451570', '31.314732')"
73,"静安区和源名城('121.466516', '31.317471')"
74,"静安区彭豪公寓('121.439553', '31.309503')"
75,"静安区临汾路1564弄('121.436701', '31.311882')"
76,"静安区保德公寓('121.443555', '31.315207')"
77,"静安区保德公寓('121.443555', '31.315207')"
78,"静安区广中苑('121.437130', '31.276736')"
79,"静安区申田大楼('121.441827', '31.223703')"
80,"静安区花园公寓(静安)('121.446911', '31.217425')"
81,"静安区粤秀名邸('121.462575', '31.302321')"
82,"静安区天道俪晶国际公寓('121.463198', '31.255138')"
83,"静安区东方公寓(闸北)('121.459893', '31.269261')"
84,"静安区泰兴大楼('121.458871', '31.230265')"
85,"静安区包运大厦('121.478486', '31.256344')"
86,"静安区永和阳光苑('121.440895', '31.289878')"
87,"静安区奔腾新干线('121.477221', '31.257130')"
88,"静安区久欣公寓('121.473097', '31.260439')"
89,"静安区青云路650弄('121.467832', '31.261226')"
90,"静安区三乐新村('121.451583', '31.238930')"
91,"静安区静安河滨花园('121.450943', '31.241510')"
92,"静安区康定路710弄('121.443309', '31.232598')"
93,"静安区静安艺庭('121.445198', '31.237524')"
94,"静安区新丰小区('121.439902', '31.236833')"
95,"静安区静安新格公寓('121.450114', '31.236417')"
96,"静安区静安晶华园('121.444432', '31.239567')"
97,"静安区东海园('121.445846', '31.236410')"
98,"静安区海防村('121.445116', '31.238498')"
99,"静安区静安康鑫家园('121.450000', '31.241005')"
100,"静安区静安豪景苑('121.446923', '31.232833')"
101,"静安区静安枫景苑('121.446966', '31.230887')"
102,"静安区海防村('121.445116', '31.238498')"
103,"静安区又一村(静安)('121.445702', '31.229588')"
104,"静安区良清公寓('121.447785', '31.236212')"
105,"静安区达安锦园('121.442154', '31.238016')"
106,"静安区静安新格公寓('121.450114', '31.236417')"
107,"静安区康定路418弄('121.448228', '31.234678')"
108,"静安区向新新村('121.448445', '31.233709')"
109,"静安区静安艺庭('121.445198', '31.237524')"
110,"静安区静安晶华园('121.444432', '31.239567')"
111,"静安区君御豪庭('121.445419', '31.234782')"
112,"静安区德安大厦('121.442777', '31.234219')"
113,"静安区武定大楼('121.452293', '31.234171')"
114,"静安区又一村(静安)('121.445702', '31.229588')"
115,"静安区胶州大厦('121.439237', '31.235089')"
116,"静安区西康路828号('121.444152', '31.237935')"
117,"静安区新丰小区('121.439902', '31.236833')"
118,"静安区安西小区('121.442612', '31.238811')"
119,"静安区君御豪庭('121.445419', '31.234782')"
120,"静安区三兴大楼('121.460693', '31.252058')"
121,"静安区中海万锦城(一期)('121.460273', '31.250736')"
122,"静安区灵广花园('121.462265', '31.256133')"
123,"静安区中海万锦城(四期)('121.459636', '31.250822')"
124,"静安区统北村('121.459949', '31.258839')"
125,"静安区三兴小区('121.460304', '31.251850')"
126,"静安区中海万锦城(四期)('121.459636', '31.250822')"
127,"静安区三兴大楼('121.460693', '31.252058')"
128,"静安区普铁新村('121.454809', '31.256161')"
129,"静安区苏河融景('121.454980', '31.242009')"
130,"静安区天道俪晶国际公寓('121.463198', '31.255138')"
131,"静安区永兴路973弄('121.459661', '31.251636')"
132,"静安区海联公寓('121.470319', '31.244258')"
133,"静安区局西村('121.470214', '31.248823')"
134,"静安区新湖青蓝国际('121.473419', '31.263738')"
135,"静安区绿地海悦('121.467222', '31.243336')"
136,"静安区中心铂庭('121.464928', '31.243940')"
137,"静安区圣和圣广场丽晶馆('121.480690', '31.246881')"
138,"静安区复元坊('121.465278', '31.250361')"
139,"静安区象山小区('121.473056', '31.254838')"
140,"静安区虬江路909弄('121.474811', '31.252749')"
141,"静安区华祺苑('121.468918', '31.243509')"
142,"静安区上海民德花苑二期('121.470725', '31.250796')"
143,"静安区精文城上城('121.464842', '31.249116')"
144,"静安区联富假日公寓('121.480614', '31.244119')"
145,"静安区宝格丽酒店公寓('121.481364', '31.243034')"
146,"静安区宝山路499弄('121.478152', '31.257769')"
147,"静安区圣和静安公馆('121.479084', '31.246387')"
148,"静安区芷江中路493弄('121.468951', '31.259351')"
149,"静安区局西村('121.470214', '31.248823')"
150,"静安区汉中小区('121.459243', '31.243032')"
151,"静安区天道俪晶国际公寓('121.463198', '31.255138')"
152,"静安区三兴大楼('121.460693', '31.252058')"
153,"静安区天道俪晶国际公寓('121.463198', '31.255138')"
154,"静安区五月花都荟豪庭('121.457035', '31.255835')"
155,"静安区林顿大厦('121.451414', '31.255294')"
156,"静安区灵广大厦('121.450929', '31.255654')"
157,"静安区永兴小马路80号('121.464382', '31.251791')"
158,"静安区海联公寓('121.470319', '31.244258')"
159,"静安区七浦公寓('121.474886', '31.244011')"
160,"静安区圣和圣广场丽晶馆('121.480690', '31.246881')"
161,"静安区农房熙藏苑('121.470440', '31.243653')"
162,"静安区三兴大楼('121.460693', '31.252058')"
163,"静安区紫祥小区('121.462348', '31.257093')"
164,"静安区复地新都国际('121.475721', '31.253847')"
165,"静安区三兴大楼('121.460693', '31.252058')"
166,"静安区复元坊('121.465278', '31.250361')"
167,"静安区永和东村('121.432313', '31.291944')"
168,"静安区万科翡翠雅宾利('121.471614', '31.258018')"
169,"静安区白玉兰馨园('121.431318', '31.300294')"
170,"静安区东寅公寓('121.432342', '31.303439')"
171,"静安区白玉兰馨园('121.431318', '31.300294')"
172,"静安区骏豪国际('121.455235', '31.228359')"
173,"静安区临汾名城('121.466022', '31.313378')"
174,"静安区明园森林都市('121.454475', '31.288973')"
175,"静安区洪庆坊('121.448788', '31.239153')"
176,"静安区上海滩大宁城(公寓)('121.455578', '31.261531')"
177,"静安区绿色丽园('121.448011', '31.273967')"
178,"静安区慧芝湖花园('121.459590', '31.281698')"
179,"静安区协和大厦('121.438334', '31.219939')"
180,"静安区中星馨恒苑('121.425419', '31.296578')"
181,"静安区翔前小区('121.430830', '31.302938')"
182,"静安区幸福第二公寓('121.438509', '31.302766')"
183,"静安区三宝花苑('121.476645', '31.257337')"
184,"静安区中星馨恒苑('121.425419', '31.296578')"
185,"静安区东寅公寓('121.432342', '31.303439')"
186,"静安区延安中路955弄('121.452032', '31.221322')"
187,"静安区爱俪轩('121.438537', '31.216437')"
188,"静安区南京西路公馆('121.450241', '31.223989')"
189,"静安区南京西路公馆('121.450241', '31.223989')"
190,"静安区爱俪轩('121.438537', '31.216437')"
191,"静安区巨富大厦('121.450749', '31.220488')"
192,"静安区镇宁路318弄('121.436261', '31.220561')"
193,"静安区赵家桥小区('121.446364', '31.226521')"
194,"静安区嘉天汇('121.438281', '31.224018')"
195,"静安区古柏小区('121.452079', '31.219378')"
196,"静安区镇宁路404弄('121.436094', '31.222683')"
197,"静安区南京西路公馆('121.450241', '31.223989')"
198,"静安区延安中路1157弄('121.447192', '31.220629')"
199,"静安区美丽园('121.439086', '31.218843')"
200,"静安区长乐新村('121.450445', '31.217196')"
201,"静安区四方新城('121.455455', '31.222127')"
202,"静安区宁馨苑('121.447050', '31.216132')"
203,"静安区延安中路955弄('121.452032', '31.221322')"
204,"静安区长乐新村('121.450445', '31.217196')"
205,"静安区华山路803弄('121.440106', '31.215112')"
206,"静安区宁馨苑('121.447050', '31.216132')"
207,"静安区华山路734号('121.439550', '31.215491')"
208,"静安区燃焜公寓('121.445096', '31.215862')"
209,"静安区世纪时空大厦('121.442728', '31.222463')"
210,"静安区姚西小区('121.435456', '31.232677')"
211,"静安区高荣小区('121.432791', '31.227391')"
212,"静安区静安均泰丽轩('121.433351', '31.233453')"
213,"静安区达安花园('121.430063', '31.231494')"
214,"静安区万春小区('121.437605', '31.228591')"
215,"静安区四和花园('121.441275', '31.227177')"
216,"静安区四和花园('121.441275', '31.227177')"
217,"静安区三和花园('121.439976', '31.228354')"
218,"静安区新都城公寓('121.434856', '31.234023')"
219,"静安区南长苑('121.429497', '31.225036')"
220,"静安区四和花园('121.441275', '31.227177')"
221,"静安区慈爱公寓('121.438865', '31.227718')"
222,"静安区同济佳苑('121.437436', '31.230296')"
223,"静安区蓝朝部落('121.429476', '31.227658')"
224,"静安区瀚林世家('121.438874', '31.229152')"
225,"静安区达安花园('121.430063', '31.231494')"
226,"静安区金家巷小区('121.440055', '31.226730')"
227,"静安区华纺小区('121.431990', '31.234274')"
228,"静安区延平路237弄('121.439326', '31.230642')"
229,"静安区昌平路984弄('121.436711', '31.233730')"
230,"静安区四和花园('121.441275', '31.227177')"
231,"静安区蓝朝部落('121.429476', '31.227658')"
232,"静安区沪中新苑('121.437350', '31.227144')"
233,"静安区汇众康定小区('121.432931', '31.229072')"
234,"静安区三鑫花苑('121.429802', '31.229574')"
235,"静安区森凯苑('121.437074', '31.235672')"
236,"静安区延平路200弄('121.440991', '31.230390')"
237,"静安区南长苑('121.429497', '31.225036')"
238,"静安区姚西小区('121.435456', '31.232677')"
239,"静安区万春小区('121.437605', '31.228591')"
240,"静安区美丽园大酒店('121.437814', '31.218418')"
241,"静安区华山路421弄('121.445092', '31.217150')"
242,"静安区巨鹿路739弄('121.452114', '31.220261')"
243,"静安区消防大楼('121.485727', '31.235456')"
244,"静安区欣安大厦('121.437372', '31.219099')"
245,"静安区嘉园('121.436018', '31.224779')"
246,"静安区长乐路1242号('121.440281', '31.214773')"
247,"静安区延安中路955弄('121.452032', '31.221322')"
248,"静安区欣安大厦('121.437372', '31.219099')"
249,"静安区爱俪轩('121.438537', '31.216437')"
250,"静安区赵家桥小区('121.446364', '31.226521')"
251,"静安区幸福老公寓('121.440106', '31.215928')"
252,"静安区巨鹿路775弄('121.451947', '31.220327')"
253,"静安区巨鹿路845弄('121.449950', '31.219144')"
254,"静安区宁馨苑('121.447050', '31.216132')"
255,"静安区嘉园('121.436018', '31.224779')"
256,"静安区美丽园大酒店('121.437814', '31.218418')"
257,"静安区宁馨苑('121.447050', '31.216132')"
258,"静安区胶州路200号('121.443789', '31.227502')"
259,"静安区国际丽都公馆('121.443002', '31.223333')"
260,"静安区襄阳北路22弄('121.454539', '31.219889')"
261,"静安区襄阳北路44弄('121.454760', '31.219490')"
262,"静安区四明邨('121.453396', '31.222029')"
263,"静安区美丽园大酒店('121.437814', '31.218418')"
264,"静安区四方新城('121.455455', '31.222127')"
265,"静安区愚园路348号('121.441680', '31.223168')"
266,"静安区宝城大楼('121.444239', '31.216923')"
267,"静安区华山路639号('121.440760', '31.216497')"
268,"静安区嘉园('121.436018', '31.224779')"
269,"静安区亿润苑('121.440581', '31.286167')"
270,"静安区南长苑('121.429497', '31.225036')"
271,"静安区姚西小区('121.435456', '31.232677')"
272,"静安区万春小区('121.437605', '31.228591')"
273,"静安区姚西小区('121.435456', '31.232677')"
274,"静安区四和花园('121.441275', '31.227177')"
275,"静安区三和花园('121.439976', '31.228354')"
276,"静安区申达大厦('121.432117', '31.232614')"
277,"静安区锦安公寓('121.438914', '31.232303')"
278,"静安区南长苑('121.429497', '31.225036')"
279,"静安区万春小区('121.437605', '31.228591')"
280,"静安区达安花园('121.430063', '31.231494')"
281,"静安区静安康寓('121.435605', '31.231041')"
282,"静安区欣宏嘉园('121.434270', '31.228765')"
283,"静安区达安花园('121.430063', '31.231494')"
284,"静安区慈爱公寓('121.438865', '31.227718')"
285,"静安区高荣小区('121.432791', '31.227391')"
286,"静安区达安花园('121.430063', '31.231494')"
287,"静安区三和花园('121.439976', '31.228354')"
288,"静安区康定汽车公寓('121.433671', '31.229769')"
289,"静安区康定汽车公寓('121.433671', '31.229769')"
290,"静安区余姚路311号('121.437949', '31.235197')"
291,"静安区静安城('121.431277', '31.225194')"
292,"静安区高荣小区('121.432791', '31.227391')"
293,"静安区联业公寓('121.433831', '31.228306')"
294,"静安区蓝朝部落('121.429476', '31.227658')"
295,"静安区天合大厦('121.438394', '31.231237')"
296,"静安区汇众康定小区('121.432931', '31.229072')"
297,"静安区高荣小区('121.432791', '31.227391')"
298,"静安区晋元里('121.437974', '31.234743')"
299,"静安区达安花园('121.430063', '31.231494')"
300,"静安区柳营路319弄('121.462956', '31.267704')"
301,"静安区中山北路197弄('121.470210', '31.265236')"
302,"静安区乐业公寓('121.464909', '31.266324')"
303,"静安区和源大楼('121.467662', '31.264913')"
304,"静安区中山北路255弄('121.468946', '31.265350')"
305,"静安区嘉利明珠城('121.463875', '31.273280')"
306,"静安区嘉利明珠城('121.463875', '31.273280')"
307,"静安区唐家沙小区('121.465770', '31.270808')"
308,"静安区和玉苑('121.466242', '31.263422')"
309,"静安区嘉利明珠城('121.463875', '31.273280')"
310,"静安区和玉苑('121.466242', '31.263422')"
311,"静安区平型关路450弄('121.461781', '31.272479')"
312,"静安区洛东大楼('121.458844', '31.268425')"
313,"静安区平型关路300弄('121.464669', '31.270042')"
314,"静安区共和新路1329弄('121.459902', '31.264452')"
315,"静安区西宝兴路922弄('121.467740', '31.269446')"
316,"静安区柳营路319弄('121.462956', '31.267704')"
317,"静安区和源大楼('121.467662', '31.264913')"
318,"静安区柳营路319弄('121.462956', '31.267704')"
319,"静安区和源名邸('121.463500', '31.265486')"
320,"静安区平型关路240弄('121.465580', '31.269363')"
321,"静安区和诚公寓('121.465479', '31.265075')"
322,"静安区阳城贵都('121.426127', '31.285287')"
323,"静安区龙潭小区('121.425959', '31.274939')"
324,"静安区景峰苑('121.429186', '31.278084')"
325,"静安区龙潭小区('121.425959', '31.274939')"
326,"静安区远龙公寓('121.426778', '31.272616')"
327,"静安区龙潭小区('121.425959', '31.274939')"
328,"静安区远龙公寓('121.426778', '31.272616')"
329,"静安区洛川东路400弄('121.461208', '31.268949')"
330,"静安区骏豪国际('121.455235', '31.228359')"
331,"静安区太平花园('121.453223', '31.230810')"
332,"静安区沧州大楼('121.454498', '31.225789')"
333,"静安区南阳小区('121.450983', '31.227571')"
334,"静安区太平花园('121.453223', '31.230810')"
335,"静安区德义大楼('121.461713', '31.231167')"
336,"静安区南阳小区('121.450983', '31.227571')"
337,"静安区上海壹街区('121.465299', '31.233377')"
338,"静安区新福康里(公寓)('121.459268', '31.235049')"
339,"静安区泰兴路355弄('121.457057', '31.232459')"
340,"静安区云海苑('121.464439', '31.228811')"
341,"静安区中凯城市之光(静安)('121.465096', '31.226515')"
342,"静安区皮裘公寓('121.450155', '31.227194')"
343,"静安区骏豪国际('121.455235', '31.228359')"
344,"静安区国际丽都城('121.459438', '31.233451')"
345,"静安区骏豪国际('121.455235', '31.228359')"
346,"静安区骏豪国际('121.455235', '31.228359')"
347,"静安区泰府名邸('121.455027', '31.235900')"
348,"静安区南阳小区('121.450983', '31.227571')"
349,"静安区忆梅村('121.453170', '31.232157')"
350,"静安区国际丽都城('121.459438', '31.233451')"
351,"静安区骏豪国际('121.455235', '31.228359')"
352,"静安区联华公寓('121.449824', '31.227766')"
353,"静安区骏豪国际('121.455235', '31.228359')"
354,"静安区润康邨('121.466104', '31.228868')"
355,"静安区泰府名邸('121.455027', '31.235900')"
356,"静安区泰兴路362弄('121.458300', '31.232049')"
357,"静安区中凯城市之光(静安)('121.465096', '31.226515')"
358,"静安区大德公寓('121.453659', '31.232257')"
359,"静安区远中风华园(公寓)('121.455608', '31.234135')"
360,"静安区威海路888弄('121.455038', '31.224608')"
361,"静安区振安广场('121.459516', '31.235474')"
362,"静安区北京新村('121.451870', '31.229815')"
363,"静安区骏豪国际('121.455235', '31.228359')"
364,"静安区太平花园('121.453223', '31.230810')"
365,"静安区沧州大楼('121.454498', '31.225789')"
366,"静安区南阳小区('121.450983', '31.227571')"
367,"静安区太平花园('121.453223', '31.230810')"
368,"静安区德义大楼('121.461713', '31.231167')"
369,"静安区南阳小区('121.450983', '31.227571')"
370,"静安区上海壹街区('121.465299', '31.233377')"
371,"静安区新福康里(公寓)('121.459268', '31.235049')"
372,"静安区泰兴路355弄('121.457057', '31.232459')"
373,"静安区云海苑('121.464439', '31.228811')"
374,"静安区中凯城市之光(静安)('121.465096', '31.226515')"
375,"静安区皮裘公寓('121.450155', '31.227194')"
376,"静安区骏豪国际('121.455235', '31.228359')"
377,"静安区国际丽都城('121.459438', '31.233451')"
378,"静安区骏豪国际('121.455235', '31.228359')"
379,"静安区骏豪国际('121.455235', '31.228359')"
380,"静安区泰府名邸('121.455027', '31.235900')"
381,"静安区南阳小区('121.450983', '31.227571')"
382,"静安区忆梅村('121.453170', '31.232157')"
383,"静安区国际丽都城('121.459438', '31.233451')"
384,"静安区骏豪国际('121.455235', '31.228359')"
385,"静安区联华公寓('121.449824', '31.227766')"
386,"静安区骏豪国际('121.455235', '31.228359')"
387,"静安区润康邨('121.466104', '31.228868')"
388,"静安区泰府名邸('121.455027', '31.235900')"
389,"静安区泰兴路362弄('121.458300', '31.232049')"
390,"静安区向新新村('121.448445', '31.233709')"
391,"静安区静安艺庭('121.445198', '31.237524')"
392,"静安区静安晶华园('121.444432', '31.239567')"
393,"静安区君御豪庭('121.445419', '31.234782')"
394,"静安区德安大厦('121.442777', '31.234219')"
395,"静安区武定大楼('121.452293', '31.234171')"
396,"静安区又一村(静安)('121.445702', '31.229588')"
397,"静安区胶州大厦('121.439237', '31.235089')"
398,"静安区西康路828号('121.444152', '31.237935')"
399,"静安区新丰小区('121.439902', '31.236833')"
400,"静安区安西小区('121.442612', '31.238811')"
401,"静安区君御豪庭('121.445419', '31.234782')"
402,"静安区达安锦园('121.442154', '31.238016')"
403,"静安区静安晶华园('121.444432', '31.239567')"
404,"静安区静安国际广场('121.482376', '31.218272')"
405,"静安区静安豪景苑('121.446923', '31.232833')"
406,"静安区伯龙公寓('121.448320', '31.233125')"
407,"静安区老教师公寓('121.440503', '31.235906')"
408,"静安区安西小区('121.442612', '31.238811')"
409,"静安区天鼎花园('121.453002', '31.239701')"
410,"静安区达安锦园('121.442154', '31.238016')"
411,"静安区又一村(静安)('121.445702', '31.229588')"
412,"静安区新闸路1730弄('121.444405', '31.228783')"
413,"静安区君御豪庭('121.445419', '31.234782')"
414,"静安区静安枫景苑('121.446966', '31.230887')"
415,"静安区句容小区('121.449442', '31.240556')"
416,"静安区句容小区('121.449442', '31.240556')"
417,"静安区静安晶华园('121.444432', '31.239567')"
418,"静安区武定大楼('121.452293', '31.234171')"
419,"静安区又一村(静安)('121.445702', '31.229588')"
420,"静安区胶州路274弄('121.443194', '31.228695')"
421,"静安区海防村('121.445116', '31.238498')"
422,"静安区静安晶华园('121.444432', '31.239567')"
423,"静安区洪庆坊('121.448788', '31.239153')"
424,"静安区江宁路906弄('121.447122', '31.240741')"
425,"静安区绿杨村('121.443412', '31.231230')"
426,"静安区君御豪庭('121.445419', '31.234782')"
427,"静安区洪庆坊('121.448788', '31.239153')"
428,"静安区向新新村('121.448445', '31.233709')"
429,"静安区静安豪景苑('121.446923', '31.232833')"
430,"静安区三乐新村('121.451583', '31.238930')"
431,"静安区静安河滨花园('121.450943', '31.241510')"
432,"静安区康定路710弄('121.443309', '31.232598')"
433,"静安区静安艺庭('121.445198', '31.237524')"
434,"静安区新丰小区('121.439902', '31.236833')"
435,"静安区静安新格公寓('121.450114', '31.236417')"
436,"静安区静安晶华园('121.444432', '31.239567')"
437,"静安区东海园('121.445846', '31.236410')"
438,"静安区海防村('121.445116', '31.238498')"
439,"静安区静安康鑫家园('121.450000', '31.241005')"
440,"静安区淮安路801号('121.449812', '31.238973')"
441,"静安区静安豪景苑('121.446923', '31.232833')"
442,"静安区静安枫景苑('121.446966', '31.230887')"
443,"静安区海防村('121.445116', '31.238498')"
444,"静安区又一村(静安)('121.445702', '31.229588')"
445,"静安区静安新格公寓('121.450114', '31.236417')"
446,"静安区良清公寓('121.447785', '31.236212')"
447,"静安区达安锦园('121.442154', '31.238016')"
448,"静安区静安新格公寓('121.450114', '31.236417')"
449,"静安区康定路418弄('121.448228', '31.234678')"
450,"静安区宁馨苑('121.447050', '31.216132')"
451,"静安区华山路734号('121.439550', '31.215491')"
452,"静安区燃焜公寓('121.445096', '31.215862')"
453,"静安区世纪时空大厦('121.442728', '31.222463')"
454,"静安区宝城大楼('121.444239', '31.216923')"
455,"静安区申田大楼('121.441827', '31.223703')"
456,"静安区欣安大厦('121.437372', '31.219099')"
457,"静安区爱俪轩('121.438537', '31.216437')"
458,"静安区北京西路1599号('121.445700', '31.226136')"
459,"静安区明园森林都市('121.454475', '31.288973')"
460,"静安区延长中路451弄('121.452457', '31.272007')"
461,"静安区粤秀苑('121.459907', '31.288483')"
462,"静安区永乐苑('121.446888', '31.265602')"
463,"静安区谈家桥路80弄('121.452199', '31.261045')"
464,"静安区盛源家豪城('121.455651', '31.265350')"
465,"静安区大宁新村('121.454680', '31.276680')"
466,"静安区宁和小区('121.450454', '31.272610')"
467,"静安区歌林春天馨园('121.442604', '31.271619')"
468,"静安区佳宁花园('121.435957', '31.272598')"
469,"静安区童家浜小区('121.451434', '31.268424')"
470,"静安区静安府东区('121.445957', '31.294156')"
471,"静安区将军府('121.446720', '31.283140')"
472,"静安区洛川中路1100弄('121.450014', '31.264016')"
473,"静安区静安慕舍('121.456787', '31.291393')"
474,"静安区永乐苑('121.446888', '31.265602')"
475,"静安区洛川中路1100弄('121.450014', '31.264016')"
476,"静安区延铁小区('121.452725', '31.269890')"
477,"静安区三兴大楼('121.460693', '31.252058')"
478,"静安区紫祥小区('121.462348', '31.257093')"
479,"静安区三兴大楼('121.460693', '31.252058')"
480,"静安区蓝朝部落('121.429476', '31.227658')"
481,"静安区静安艺阁('121.436687', '31.231032')"
482,"静安区静安丽舍('121.430252', '31.226399')"
483,"静安区长城小区('121.438601', '31.231306')"
484,"静安区延平路237弄('121.439326', '31.230642')"
485,"静安区金家巷西弄('121.440040', '31.225890')"
486,"静安区姚西小区('121.435456', '31.232677')"
487,"静安区高荣小区('121.432791', '31.227391')"
488,"静安区静安均泰丽轩('121.433351', '31.233453')"
489,"静安区达安花园('121.430063', '31.231494')"
490,"静安区万春小区('121.437605', '31.228591')"
491,"静安区四和花园('121.441275', '31.227177')"
492,"静安区四和花园('121.441275', '31.227177')"
493,"静安区三和花园('121.439976', '31.228354')"
494,"静安区新都城公寓('121.434856', '31.234023')"
495,"静安区南长苑('121.429497', '31.225036')"
496,"静安区四和花园('121.441275', '31.227177')"
497,"静安区慈爱公寓('121.438865', '31.227718')"
498,"静安区同济佳苑('121.437436', '31.230296')"
499,"静安区蓝朝部落('121.429476', '31.227658')"
500,"静安区瀚林世家('121.438874', '31.229152')"
501,"静安区达安花园('121.430063', '31.231494')"
502,"静安区金家巷小区('121.440055', '31.226730')"
503,"静安区华纺小区('121.431990', '31.234274')"
504,"静安区延平路237弄('121.439326', '31.230642')"
505,"静安区昌平路984弄('121.436711', '31.233730')"
506,"静安区四和花园('121.441275', '31.227177')"
507,"静安区蓝朝部落('121.429476', '31.227658')"
508,"静安区沪中新苑('121.437350', '31.227144')"
509,"静安区汇众康定小区('121.432931', '31.229072')"
510,"静安区联富假日公寓('121.480614', '31.244119')"
511,"静安区宝格丽酒店公寓('121.481364', '31.243034')"
512,"静安区宝山路499弄('121.478152', '31.257769')"
513,"静安区圣和静安公馆('121.479084', '31.246387')"
514,"静安区芷江中路493弄('121.468951', '31.259351')"
515,"静安区恒安大厦('121.459338', '31.236027')"
516,"静安区局西村('121.470214', '31.248823')"
517,"静安区中心铂庭('121.464928', '31.243940')"
518,"静安区宝通路466弄('121.474921', '31.259399')"
519,"静安区止园小区('121.468084', '31.259655')"
520,"静安区圣和静安公馆('121.479084', '31.246387')"
521,"静安区蒙特利名都城('121.474821', '31.254917')"
522,"静安区精文城上城('121.464842', '31.249116')"
523,"静安区沪金大楼('121.469950', '31.245945')"
524,"静安区沪金大楼('121.469950', '31.245945')"
525,"静安区宝格丽酒店公寓('121.481364', '31.243034')"
526,"静安区广盛公寓('121.470458', '31.263902')"
527,"静安区永兴小马路60号('121.464336', '31.250827')"
528,"静安区华侨城苏河湾('121.474494', '31.242166')"
529,"静安区沪金大楼('121.469950', '31.245945')"
530,"静安区观景苑('121.468045', '31.248088')"
531,"静安区奔腾新干线('121.477221', '31.257130')"
532,"静安区华侨城苏河湾('121.474494', '31.242166')"
533,"静安区绿地海悦('121.467222', '31.243336')"
